,建案名稱,總價,格局/地坪,建坪,位置,網站,latitude,longitude
208,森柏1,"1,780萬起",51~61,台南市學甲區中華路二段245號,台南市學甲區中華路二段245號,https://tainan.housetube.tw/47622,23.2315849,120.1882436
209,太齊朗朗,"1,780萬起",69,七股區大寮35-2號（大寮社區活動中心正對面）,七股區大寮35-2號（大寮社區活動中心正對面）,https://tainan.housetube.tw/47612,24.674845,121.636909
210,禾園悅舍10,"4,288萬起",96.8,台南市南區鯤鯓路2-27號,台南市南區鯤鯓路2-27號,https://tainan.housetube.tw/47558,22.966516,120.16504
211,緯綸尊邸2,"3,760~3,980萬",100~110,台南市安南區海中街774巷53.55號,台南市安南區海中街774巷53.55號,https://tainan.housetube.tw/47552,,
212,鎮瀛御院,"1,688~1,988萬",43~51,佳里區番子寮,佳里區番子寮,https://tainan.housetube.tw/47529,23.1809939,120.1624659
213,巨翰天禧II,"3,788萬起",78.26~78.49,台南市安平區永華11街49巷57號,台南市安平區永華11街49巷57號,https://tainan.housetube.tw/47488,,
214,摩斯-公學院,"1,260萬起",未提供,位址:,安南區公學路六段629-635號,https://tainan.housetube.tw/47443,,
215,晶站,"1,260萬起",17~28,位址:,塩水區四維路66號,https://tainan.housetube.tw/47436,24.959835,121.231667
216,雍閣,"2,640~2,880萬",73~82,台南市新營區金華路二段159號1樓之1,台南市新營區金華路二段159號1樓之1,https://tainan.housetube.tw/47404,22.980851,120.191268
217,青天UI,950萬起,17.42~21.52,台南市中西區友愛東街45號旁,台南市中西區友愛東街45號旁,https://tainan.housetube.tw/47397,23.109964,120.301152
218,永康天母5,"2,718~2,988萬",64.51~70.57,台南市永康區永大路二段900巷,台南市永康區永大路二段900巷,https://tainan.housetube.tw/47384,,
219,甜蜜家源,"1,660萬",56~60,山上區山上212-5(山上區農會後面),山上區山上212-5(山上區農會後面),https://tainan.housetube.tw/47383,,
220,世界之心,"1,265~1,472萬",20~37,台南市安南區科工段86地號,台南市安南區科工段86地號,https://tainan.housetube.tw/47379,,
221,呈豐日日36,"1,265~1,472萬",位址:,成屋,台南市仁德區德洋二街,https://tainan.housetube.tw/47330,23.109964,120.301152
222,心寬福邸No:8,"1,265~1,472萬",55~58,台南市山上區南州90-25,台南市山上區南州90-25,https://tainan.housetube.tw/47304,23.109964,120.301152
223,城西誠臻,998萬,41,安南區港仔西街19號,安南區港仔西街19號,https://tainan.housetube.tw/47244,,
224,良茂合心城-合美館,,位址:,首購,台南市善化區什美段895地號,https://tainan.housetube.tw/47242,,
225,富筑,28.6萬/坪起,位址:,重劃區,安南區安佃八街10號,https://tainan.housetube.tw/47239,,
226,滿築,"1,880~3,688萬",69~126,台南市麻豆區真理段1201地號,台南市麻豆區真理段1201地號,https://tainan.housetube.tw/47151,,
227,桔緣6,"2,350~2,550萬",24~29,位址:,台南市安南區海佃路一段158巷,https://tainan.housetube.tw/47121,23.0255442,120.2008545
228,多采3,"1,658~1,998萬",64~71,隆田復興街222巷2號,隆田復興街222巷2號,https://tainan.housetube.tw/47111,,
229,閎景大院,664~792萬,43.55~44.27,台南市學甲區中華路二段175巷30弄6號,台南市學甲區中華路二段175巷30弄6號,https://tainan.housetube.tw/47077,23.109964,120.301152
230,双囍,664~792萬,位址:,低自備,台南市六甲區龜子港段0394-0003地號,https://tainan.housetube.tw/47071,23.109964,120.301152
231,新新深晴,31.7~33.1萬/坪,位址:,預售,台南市佳里區佛天段0348地號,https://tainan.housetube.tw/47067,,
232,真工會館2,31.7~33.1萬/坪,位址:,低自備,台南市善化區大同段0656地號,https://tainan.housetube.tw/47030,,
233,新新RVilla,"2,360萬起",未提供,未提供,未提供,https://tainan.housetube.tw/47021,34.2338993,135.177091
234,騰太典藏6,"2,360萬起",51,安南區府安路七段93巷23號,安南區府安路七段93巷23號,https://tainan.housetube.tw/46995,,
235,晶典十三,"1,988~3,320萬",46.2~80.1,安南區安和路一段220巷,安南區安和路一段220巷,https://tainan.housetube.tw/46916,23.0319453,120.214704
236,宇成植在,"3,198萬起",25~36,台南市善化區陽光北一路192巷5號（全家善化蓮潭店旁）,台南市善化區陽光北一路192巷5號（全家善化蓮潭店旁）,https://tainan.housetube.tw/46904,,
237,禾園悅舍9,"3,198萬起",91.8,仁德區保華路46巷8號,仁德區保華路46巷8號,https://tainan.housetube.tw/46837,22.9233962,120.2405179
238,呈豐日日30,"3,198萬起",未提供,未提供,未提供,https://tainan.housetube.tw/46811,34.2338993,135.177091
239,良勳淵源,,位址:,…,台南市安南區新淵段311-1地號,https://tainan.housetube.tw/46746,36.6049,140.5427
240,初居2,"1,988~3,380萬",56.19~67,台南市新市區大社里大社58號（大社國小旁）,台南市新市區大社里大社58號（大社國小旁）,https://tainan.housetube.tw/46694,,
241,千代田,"1,988~3,380萬",22.5~34.5,位址:,南區永成路三段240巷,https://tainan.housetube.tw/46612,22.9660007,120.196089
242,春日朗2,"1,251~1,297萬",43.09~47.54,台南麻豆區大山國小旁,台南麻豆區大山國小旁,https://tainan.housetube.tw/46565,,
243,擇白,"898~1,458萬",位址:,食衣住行育樂皆有,台南市東區仁和路111巷88號,https://tainan.housetube.tw/46460,23.109964,120.301152
244,樂禾屋,"898~1,458萬",位址:,成屋,未提供,https://tainan.housetube.tw/46425,34.2338993,135.177091
245,砌韻2,"898~1,458萬",33.2~48,台南市安南區安中路四段211巷51弄7號,台南市安南區安中路四段211巷51弄7號,https://tainan.housetube.tw/46411,,
246,臻藏NO.7,"898~1,458萬",72~110,台南市安南區溪東二街10號,台南市安南區溪東二街10號,https://tainan.housetube.tw/46065,23.0256988,120.1999887
247,昕暉景寬,"898~1,458萬",25~37,台南市永康區永善路與永善一街,台南市永康區永善路與永善一街,https://tainan.housetube.tw/46064,,
248,佳北-閎悅,"1,980萬起",29.1~35,位址:,台南市佳里區佳北路182號,https://tainan.housetube.tw/46062,23.1698372,120.1708335
249,堡成藏蘊,"2,075~2,498萬",位址:,明星學區,台南市新營區新北二街,https://tainan.housetube.tw/46054,23.3100111,120.3043923
250,橫川家之戀3,"2,075~2,498萬",位址:,低總價,台南市安定區港口段2792-2地號,https://tainan.housetube.tw/46045,23.109964,120.301152
251,年年如意102期,"2,075~2,498萬",47.22~56.31,台南市安南區府安路六段24號旁,台南市安南區府安路六段24號旁,https://tainan.housetube.tw/46044,23.016159,120.18519
252,聽心苑2,29.8~34.6萬/坪,位址:,近公園,台南市新化區民治路118號旁,https://tainan.housetube.tw/46027,,
253,茴香6金星,29.8~34.6萬/坪,位址:,低總價,台南市善化區德興段758地號,https://tainan.housetube.tw/46014,,
254,新家波,,位址:,明星學區,台南市安南區新宅二街36號,https://tainan.housetube.tw/45921,23.0542261,120.2110827
255,白河金旺角,"1,120~1,375萬",34.79~50.22,位址:,白河區國泰路與裕農路三角窗,https://tainan.housetube.tw/45898,,
256,碧海大展,"888~1,130萬",未提供,台南市安定區海寮里海寮27之1號,台南市安定區海寮里海寮27之1號,https://tainan.housetube.tw/45882,,
257,家建築,"888~1,130萬",位址:,首購,永康區文賢街,https://tainan.housetube.tw/45843,23.0121104,120.2674227
258,梧址境,"888~1,130萬",位址:,明星學區,台南市安南區天馬段284地號,https://tainan.housetube.tw/45819,,
259,海富深見,45~50萬/坪,位址:,明星學區,台南市安南區永續路與宜居一街交叉口,https://tainan.housetube.tw/45791,,
260,加賀屋6,29~37.8萬/坪,位址:,低總價,台南市仁德區太子三街,https://tainan.housetube.tw/45787,22.9906056,120.2578755
261,南科之心6,29~31萬/坪,位址:,首購,善化區善駕段1136地號,https://tainan.housetube.tw/45773,23.130849,120.30659
262,南科闊朗朗,"610~1,000萬",位址:,首購,台南市安定區蘇林段92地號,https://tainan.housetube.tw/45761,,
263,寶太上境,"2,588~3,688萬",36.88~40.75,台南市永康區自強路379巷內 (自強段89地號),台南市永康區自強路379巷內 (自強段89地號),https://tainan.housetube.tw/45759,,
264,光隅,"2,588~3,688萬",61~79,總安街一段362巷28弄50號,總安街一段362巷28弄50號,https://tainan.housetube.tw/45621,23.0537819,120.2130514
265,開喜苑,"1,318~1,498萬",47.42~52.55,台南市西港區堀子頭65-21號(忠孝街),台南市西港區堀子頭65-21號(忠孝街),https://tainan.housetube.tw/45567,23.196959,120.316477
266,西湖十六,820~850萬,43.43~46.75,香雨書院旁,香雨書院旁,https://tainan.housetube.tw/45514,23.192206,120.157003
267,美麗公主,"1,480~1,598萬",位址:,低總價,台南市安定區海安段0764-0000+0763-0000地號,https://tainan.housetube.tw/45473,,
268,未來館5,"1,480~1,598萬",位址:,首購,未提供,https://tainan.housetube.tw/45453,34.2338993,135.177091
269,喜硯3,"1,480~1,598萬",48~51,台南市歸仁區南丁路437巷,台南市歸仁區南丁路437巷,https://tainan.housetube.tw/45418,23.109964,120.301152
270,青石居3,"1,590萬",位址:,低自備,台南市永康區龍潭段232地號,https://tainan.housetube.tw/45412,,
271,柳營富城,"1,590萬",49.77,位址:,台南市柳營區柳營路二段303號,https://tainan.housetube.tw/45398,23.2833135,120.3117711
272,清庭6+里館,"1,180~1,490萬",43~53,佳里區菜寮里23-60號,佳里區菜寮里23-60號,https://tainan.housetube.tw/45367,,
273,官田樂透5,828~988萬,27.5~34.09,官田區八田路一段133巷,官田區八田路一段133巷,https://tainan.housetube.tw/45348,,
274,寬澄,"1,298~1,398萬",65,台南市佳里區番子寮158-1~2號,台南市佳里區番子寮158-1~2號,https://tainan.housetube.tw/45321,24.831158,121.234778
275,僑昱Field Life,42~44.8萬/坪,位址:,,台南市善化區省道1號(善化啤酒廠正對面),https://tainan.housetube.tw/45317,,
276,謙福,30~35萬/坪,位址:,近公園,台南市新市區大營里,https://tainan.housetube.tw/45313,23.09861865,120.31076850198258
277,鄰語堂5,30~35萬/坪,位址:,低總價,台南市永康區北極段295地號,https://tainan.housetube.tw/45312,,
278,華友聯MIHO,"1,288~1,788萬",位址:,重劃區,萬年七街&萬年八街路口,https://tainan.housetube.tw/45311,23.951729,120.57992
279,堃廷建設-遇見·安平,"1,288~1,788萬",35,位址:,臺南市安平區安平路712號,https://tainan.housetube.tw/45266,22.9972146,120.2130434
280,市心Casa2,"1,288~1,788萬",26.57~31.23,台南市善化區光明路60號旁,台南市善化區光明路60號旁,https://tainan.housetube.tw/45256,25.1319307,121.4985934
281,尚讚10,"1,288~1,788萬",42.7~50.2,安南區天馬段,安南區天馬段,https://tainan.housetube.tw/45213,23.0455859,120.1513476
282,傳家堡7,"1,288~1,788萬",51~61,麻豆安業國小正對面,麻豆安業國小正對面,https://tainan.housetube.tw/45211,,
283,樓厝,"1,790萬起",63~78,台南市西港區劉厝90-2號,台南市西港區劉厝90-2號,https://tainan.housetube.tw/45141,23.109964,120.301152
284,鴻誠禾睦,"1,588~1,858萬",45~58,育善街135巷,育善街135巷,https://tainan.housetube.tw/45140,23.1613242,120.1686984
285,九硯寶硯,"3,800萬",位址:,預售,仁德區中洲路765號對面,https://tainan.housetube.tw/45138,,
286,茴香5 享家,"3,800萬",88,台南市善化區什美段666地號,台南市善化區什美段666地號,https://tainan.housetube.tw/45113,,
287,舜耕常善,"3,400~3,750萬",69.81~78.19,台南市善化區公園路388-400號,台南市善化區公園路388-400號,https://tainan.housetube.tw/45021,23.109964,120.301152
288,樺成 新語院,30萬/坪起,位址:,預售,台南市新市區中華路69號旁,https://tainan.housetube.tw/45007,23.109964,120.301152
289,沅恆拾玥,26萬/坪起,位址:,景觀宅,台南市善化區東勢寮段二小段1176地號,https://tainan.housetube.tw/45005,,
290,春風華廈NO.6,31.3萬/坪,位址:,低自備,台南市太子北路162號旁,https://tainan.housetube.tw/44981,22.992973,120.258525
291,立堡京站,654~982萬,位址:,首購,台南市新營區興業段0199地號,https://tainan.housetube.tw/44959,,
292,傑作NO.2,598萬起,位址:,明星學區,慈興路與慈興三街口,https://tainan.housetube.tw/44938,,
293,登峰8,"3,780萬",87.76,安平光州七街119號,安平光州七街119號,https://tainan.housetube.tw/44933,,
294,方澄市8-享樂家,33萬/坪,位址:,預售,台南市善化區曾文段1649地號,https://tainan.housetube.tw/44927,,
295,日初莊園II,33萬/坪,位址:,預售,台南市安定區港口段1491-6地號,https://tainan.housetube.tw/44903,23.109964,120.301152
296,儷城欣欣6,,位址:,預售,未提供,https://tainan.housetube.tw/44902,34.2338993,135.177091
297,悠植居5,,39.24~43.57,台南市柳營區公園街,台南市柳營區公園街,https://tainan.housetube.tw/44783,,
298,非凡原墅30,,46.8~60.3,台南市新營區南紙街85巷旁,台南市新營區南紙街85巷旁,https://tainan.housetube.tw/44739,,
299,春福開緒,,27.39~42.74,台南市永康區永安二街與新行街口,台南市永康區永安二街與新行街口,https://tainan.housetube.tw/44723,,
300,居閑6 S-Haus 星寓所,"936~1,747萬",位址:,景觀宅,南市善化區東勢寮段二小段0812地號,https://tainan.housetube.tw/44714,,
301,怡華天外天,"936~1,747萬",41~67,台南市玉井區忠孝路,台南市玉井區忠孝路,https://tainan.housetube.tw/44694,23.12493,120.46138
302,清景麟 美學,558~728萬,24~34,慈興六街＆慈興七街&公學路六段721巷,慈興六街＆慈興七街&公學路六段721巷,https://tainan.housetube.tw/44666,,
303,三登耘境,558~728萬,位址:,景觀宅,台南市新市區三舍復興路巷內 (南三舍段696地號),https://tainan.housetube.tw/44634,,
304,心心相印7,558~728萬,位址:,預售,關廟區北花段210地號,https://tainan.housetube.tw/44614,,
305,歐香堡42&43期,568萬起,18.95~25.95,仁德區亞洲駕訓班旁,仁德區亞洲駕訓班旁,https://tainan.housetube.tw/44522,,
306,陶喜琢悦,"1,086~1,780萬",位址:,低首付,台南市永康區復華五街,https://tainan.housetube.tw/44503,23.0110549,120.2465132
307,華友聯 ONE LIVE,"1,086~1,780萬",位址:,重劃區,萬年一街286巷,https://tainan.housetube.tw/44482,22.9317367,120.1855935
308,MoMA17,"1,368~2,088萬",位址:,重劃區,台南市東區崇吉一街,https://tainan.housetube.tw/44452,22.9616223,120.2262673
309,福灣寬庭10,"6,600萬起",48.05~54.07,南區萬年三街,南區萬年三街,https://tainan.housetube.tw/44420,22.9300318,120.1862016
310,傳家寶,"6,600萬起",位址:,首購,台南市永康區北興路137號,https://tainan.housetube.tw/44306,23.0146888,120.2679735
311,知築粼川,"6,600萬起",142~155,安通路六段與海佃路二段,安通路六段與海佃路二段,https://tainan.housetube.tw/44305,,
312,呈豐日日31,"1,908萬起",未提供,未提供,未提供,https://tainan.housetube.tw/44298,34.2338993,135.177091
313,舞線譜,"1,908萬起",58~59,鹿耳門聖母廟7-11對面,鹿耳門聖母廟7-11對面,https://tainan.housetube.tw/44219,,
314,吉億擁恆5,,54~58,麻豆區清水里溝子墘65號,麻豆區清水里溝子墘65號,https://tainan.housetube.tw/44173,23.184862,120.2439416
315,禾震super3,35~36萬/坪,位址:,首購,台南市永康區四維街,https://tainan.housetube.tw/44172,23.0332018,120.2523952
316,居佳,"2,088~2,188萬",位址:,低總價,台南市安平區光州八街18號旁,https://tainan.housetube.tw/44170,44.302629,-78.319714
317,瑧邸ONE,"2,088~2,188萬",56~80,新營區新北一街,新營區新北一街,https://tainan.housetube.tw/44049,23.3085721,120.3040926
318,明日計畫,"2,088~2,188萬",位址:,首購,"安定區蘇安段地號898,898-2號",https://tainan.housetube.tw/43993,42.844223,-97.377194
319,永康晨曦,"2,088~2,188萬",45~55,永康區富強路二段56巷29弄5號,永康區富強路二段56巷29弄5號,https://tainan.housetube.tw/43918,23.02444,120.25556
320,連建苒苒,"2,555~2,835萬",位址:,戶戶平車,善化區圳西段881地號,https://tainan.housetube.tw/43771,23.130849,120.30659
